EnsembleID	Symbol	n(Celltypes)	Name
ENSG00000151623	NR3C2	1777	nuclear receptor subfamily 3 group C member 2
ENSG00000149503	INCENP	1777	inner centromere protein
ENSG00000114993	RTKN	1777	rhotekin
ENSG00000182557	SPNS3	1777	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)
ENSG00000124074	ENKD1	1777	enkurin domain containing 1
ENSG00000162733	DDR2	1777	discoidin domain receptor tyrosine kinase 2
ENSG00000162104	ADCY9	1777	adenylate cyclase 9
ENSG00000164002	EXO5	1776	exonuclease 5
ENSG00000073008	PVR	1776	PVR cell adhesion molecule
ENSG00000164406	LEAP2	1776	liver enriched antimicrobial peptide 2
ENSG00000171657	GPR82	1776	G protein-coupled receptor 82
ENSG00000130702	LAMA5	1776	laminin subunit alpha 5
ENSG00000214274	ANG	1776	angiogenin
ENSG00000168952	STXBP6	1775	syntaxin binding protein 6
ENSG00000085644	ZNF213	1775	zinc finger protein 213
ENSG00000004139	SARM1	1775	sterile alpha and TIR motif containing 1
ENSG00000181885	CLDN7	1775	claudin 7
ENSG00000065621	GSTO2	1774	glutathione S-transferase omega 2
ENSG00000149294	NCAM1	1774	neural cell adhesion molecule 1
ENSG00000145014	TMEM44	1773	transmembrane protein 44
ENSG00000163704	PRRT3	1773	proline rich transmembrane protein 3
ENSG00000168917	SLC35G2	1773	solute carrier family 35 member G2
ENSG00000086289	EPDR1	1773	ependymin related 1
ENSG00000177707	NECTIN3	1773	nectin cell adhesion molecule 3
ENSG00000189164	ZNF527	1773	zinc finger protein 527
ENSG00000185340	GAS2L1	1773	growth arrest specific 2 like 1
ENSG00000139193	CD27	1773	CD27 molecule
ENSG00000157193	LRP8	1773	LDL receptor related protein 8
ENSG00000177932	ZNF354C	1773	zinc finger protein 354C
ENSG00000160180	TFF3	1773	trefoil factor 3
ENSG00000051128	HOMER3	1772	homer scaffold protein 3
ENSG00000198113	TOR4A	1772	torsin family 4 member A
ENSG00000113749	HRH2	1772	histamine receptor H2
ENSG00000205364	MT1M	1772	metallothionein 1M
ENSG00000164171	ITGA2	1772	integrin subunit alpha 2
ENSG00000149564	ESAM	1772	endothelial cell adhesion molecule
ENSG00000065675	PRKCQ	1772	protein kinase C theta
ENSG00000141576	RNF157	1772	ring finger protein 157
ENSG00000004660	CAMKK1	1772	calcium/calmodulin dependent protein kinase kinase 1
ENSG00000128656	CHN1	1772	chimerin 1
ENSG00000169896	ITGAM	1771	integrin subunit alpha M
ENSG00000111696	NT5DC3	1771	5'-nucleotidase domain containing 3
ENSG00000099840	IZUMO4	1770	IZUMO family member 4
ENSG00000171408	PDE7B	1770	phosphodiesterase 7B
ENSG00000213316	LTC4S	1770	leukotriene C4 synthase
ENSG00000146285	SCML4	1769	Scm polycomb group protein like 4
ENSG00000205213	LGR4	1769	leucine rich repeat containing G protein-coupled receptor 4
ENSG00000167487	KLHL26	1769	kelch like family member 26
ENSG00000092096	SLC22A17	1769	solute carrier family 22 member 17
ENSG00000130758	MAP3K10	1769	mitogen-activated protein kinase kinase kinase 10
ENSG00000178700	DHFR2	1769	dihydrofolate reductase 2
ENSG00000189129	PLAC9	1769	placenta associated 9
ENSG00000180758	GPR157	1769	G protein-coupled receptor 157
ENSG00000243749	TMEM35B	1769	transmembrane protein 35B
ENSG00000009830	POMT2	1769	protein O-mannosyltransferase 2
ENSG00000133169	BEX1	1768	brain expressed X-linked 1
ENSG00000144476	ACKR3	1768	atypical chemokine receptor 3
ENSG00000099364	FBXL19	1768	F-box and leucine rich repeat protein 19
ENSG00000188827	SLX4	1768	SLX4 structure-specific endonuclease subunit
ENSG00000188070	ZFTA	1768	zinc finger translocation associated
ENSG00000165879	FRAT1	1768	FRAT regulator of WNT signaling pathway 1
ENSG00000156113	KCNMA1	1768	potassium calcium-activated channel subfamily M alpha 1
ENSG00000139926	FRMD6	1768	FERM domain containing 6
ENSG00000186891	TNFRSF18	1768	TNF receptor superfamily member 18
ENSG00000050438	SLC4A8	1768	solute carrier family 4 member 8
ENSG00000158106	RHPN1	1767	rhophilin Rho GTPase binding protein 1
ENSG00000180209	MYL11	1767	myosin light chain 11
ENSG00000182749	PAQR7	1767	progestin and adipoQ receptor family member 7
ENSG00000131899	LLGL1	1767	LLGL scribble cell polarity complex component 1
ENSG00000105894	PTN	1767	pleiotrophin
ENSG00000130147	SH3BP4	1767	SH3 domain binding protein 4
ENSG00000181544	FANCB	1767	FA complementation group B
ENSG00000047648	ARHGAP6	1767	Rho GTPase activating protein 6
ENSG00000128604	IRF5	1766	interferon regulatory factor 5
ENSG00000181458	TMEM45A	1766	transmembrane protein 45A
ENSG00000115009	CCL20	1766	C-C motif chemokine ligand 20
ENSG00000185015	CA13	1766	carbonic anhydrase 13
ENSG00000118513	MYB	1766	MYB proto-oncogene, transcription factor
ENSG00000135114	OASL	1765	2'-5'-oligoadenylate synthetase like
ENSG00000150764	DIXDC1	1765	DIX domain containing 1
ENSG00000177570	SAMD12	1765	sterile alpha motif domain containing 12
ENSG00000132170	PPARG	1765	peroxisome proliferator activated receptor gamma
ENSG00000075218	GTSE1	1764	G2 and S-phase expressed 1
ENSG00000151376	ME3	1764	malic enzyme 3
ENSG00000160654	CD3G	1764	CD3 gamma subunit of T-cell receptor complex
ENSG00000163517	HDAC11	1763	histone deacetylase 11
ENSG00000230487	PSMG3-AS1	1763	PSMG3 antisense RNA 1 (head to head)
ENSG00000137103	TMEM8B	1762	transmembrane protein 8B
ENSG00000103855	CD276	1762	CD276 molecule
ENSG00000162692	VCAM1	1762	vascular cell adhesion molecule 1
ENSG00000183742	MACC1	1762	MET transcriptional regulator MACC1
ENSG00000107443	CCNJ	1761	cyclin J
ENSG00000259330	INAFM2	1761	InaF motif containing 2
ENSG00000185869	ZNF829	1761	zinc finger protein 829
ENSG00000175449	RFESD	1761	Rieske Fe-S domain containing
ENSG00000112425	EPM2A	1761	EPM2A glucan phosphatase, laforin
ENSG00000186230	ZNF749	1761	zinc finger protein 749
ENSG00000167208	SNX20	1761	sorting nexin 20
ENSG00000166482	MFAP4	1760	microfibril associated protein 4
ENSG00000185614	INKA1	1760	inka box actin regulator 1
ENSG00000188807	TMEM201	1760	transmembrane protein 201
ENSG00000109805	NCAPG	1760	non-SMC condensin I complex subunit G
ENSG00000182162	P2RY8	1760	P2Y receptor family member 8
ENSG00000197483	ZNF628	1759	zinc finger protein 628
ENSG00000144724	PTPRG	1759	protein tyrosine phosphatase receptor type G
ENSG00000110400	NECTIN1	1759	nectin cell adhesion molecule 1
ENSG00000168679	SLC16A4	1758	solute carrier family 16 member 4
ENSG00000124466	LYPD3	1758	LY6/PLAUR domain containing 3
ENSG00000135482	ZC3H10	1758	zinc finger CCCH-type containing 10
ENSG00000178397	FAM220A	1757	family with sequence similarity 220 member A
ENSG00000271425	NBPF10	1757	NBPF member 10
ENSG00000180035	ZNF48	1757	zinc finger protein 48
ENSG00000164125	GASK1B	1757	golgi associated kinase 1B
ENSG00000113721	PDGFRB	1757	platelet derived growth factor receptor beta
ENSG00000171115	GIMAP8	1756	GTPase, IMAP family member 8
ENSG00000175691	ZNF77	1756	zinc finger protein 77
ENSG00000105369	CD79A	1756	CD79a molecule
ENSG00000157992	KRTCAP3	1756	keratinocyte associated protein 3
ENSG00000155962	CLIC2	1756	chloride intracellular channel 2
ENSG00000108187	PBLD	1756	phenazine biosynthesis like protein domain containing
ENSG00000172243	CLEC7A	1756	C-type lectin domain containing 7A
ENSG00000154146	NRGN	1755	neurogranin
ENSG00000185621	LMLN	1755	leishmanolysin like peptidase
ENSG00000076382	SPAG5	1755	sperm associated antigen 5
ENSG00000169129	AFAP1L2	1755	actin filament associated protein 1 like 2
ENSG00000187535	IFT140	1755	intraflagellar transport 140
ENSG00000139737	SLAIN1	1755	SLAIN motif family member 1
ENSG00000165626	BEND7	1755	BEN domain containing 7
ENSG00000166741	NNMT	1755	nicotinamide N-methyltransferase
ENSG00000176273	SLC35G1	1755	solute carrier family 35 member G1
ENSG00000172167	MTBP	1755	MDM2 binding protein
ENSG00000143786	CNIH3	1755	cornichon family AMPA receptor auxiliary protein 3
ENSG00000163376	KBTBD8	1754	kelch repeat and BTB domain containing 8
ENSG00000160325	CACFD1	1754	calcium channel flower domain containing 1
ENSG00000255423	EBLN2	1754	endogenous Bornavirus like nucleoprotein 2
ENSG00000153563	CD8A	1754	CD8 subunit alpha
ENSG00000152439	ZNF773	1754	zinc finger protein 773
ENSG00000176907	TCIM	1754	transcriptional and immune response regulator
ENSG00000119535	CSF3R	1754	colony stimulating factor 3 receptor
ENSG00000204262	COL5A2	1754	collagen type V alpha 2 chain
ENSG00000180543	TSPYL5	1753	TSPY like 5
ENSG00000164066	INTU	1753	inturned planar cell polarity protein
ENSG00000204305	AGER	1753	advanced glycosylation end-product specific receptor
ENSG00000124006	OBSL1	1753	obscurin like cytoskeletal adaptor 1
ENSG00000184613	NELL2	1753	neural EGFL like 2
ENSG00000166444	DENND2B	1752	DENN domain containing 2B
ENSG00000137266	SLC22A23	1752	solute carrier family 22 member 23
ENSG00000074966	TXK	1752	TXK tyrosine kinase
ENSG00000153982	GDPD1	1752	glycerophosphodiester phosphodiesterase domain containing 1
ENSG00000188026	RILPL1	1751	Rab interacting lysosomal protein like 1
ENSG00000214212	C19orf38	1751	chromosome 19 open reading frame 38
ENSG00000100473	COCH	1751	cochlin
ENSG00000105808	RASA4	1751	RAS p21 protein activator 4
ENSG00000125841	NRSN2	1751	neurensin 2
ENSG00000187860	CCDC157	1751	coiled-coil domain containing 157
ENSG00000133121	STARD13	1750	StAR related lipid transfer domain containing 13
ENSG00000155254	MARVELD1	1750	MARVEL domain containing 1
ENSG00000185842	DNAH14	1750	dynein axonemal heavy chain 14
ENSG00000154277	UCHL1	1749	ubiquitin C-terminal hydrolase L1
ENSG00000063169	BICRA	1749	BRD4 interacting chromatin remodeling complex associated protein
ENSG00000135299	ANKRD6	1749	ankyrin repeat domain 6
ENSG00000125434	SLC25A35	1749	solute carrier family 25 member 35
ENSG00000136231	IGF2BP3	1748	insulin like growth factor 2 mRNA binding protein 3
ENSG00000017427	IGF1	1748	insulin like growth factor 1
ENSG00000112874	NUDT12	1748	nudix hydrolase 12
ENSG00000138092	CENPO	1748	centromere protein O
ENSG00000175643	RMI2	1748	RecQ mediated genome instability 2
ENSG00000140678	ITGAX	1748	integrin subunit alpha X
ENSG00000151575	TEX9	1747	testis expressed 9
ENSG00000171860	C3AR1	1747	complement C3a receptor 1
ENSG00000175505	CLCF1	1746	cardiotrophin like cytokine factor 1
ENSG00000213859	KCTD11	1746	potassium channel tetramerization domain containing 11
ENSG00000121621	KIF18A	1746	kinesin family member 18A
ENSG00000137807	KIF23	1746	kinesin family member 23
ENSG00000101443	WFDC2	1746	WAP four-disulfide core domain 2
ENSG00000103343	ZNF174	1746	zinc finger protein 174
ENSG00000185261	KIAA0825	1746	KIAA0825
ENSG00000165259	HDX	1746	highly divergent homeobox
ENSG00000154309	DISP1	1746	dispatched RND transporter family member 1
ENSG00000130518	IQCN	1746	IQ motif containing N
ENSG00000117480	FAAH	1745	fatty acid amide hydrolase
ENSG00000198722	UNC13B	1745	unc-13 homolog B
ENSG00000146021	KLHL3	1745	kelch like family member 3
ENSG00000189337	KAZN	1745	kazrin, periplakin interacting protein
ENSG00000153823	PID1	1744	phosphotyrosine interaction domain containing 1
ENSG00000131697	NPHP4	1744	nephrocystin 4
ENSG00000095303	PTGS1	1744	prostaglandin-endoperoxide synthase 1
ENSG00000164023	SGMS2	1743	sphingomyelin synthase 2
ENSG00000187626	ZKSCAN4	1743	zinc finger with KRAB and SCAN domains 4
ENSG00000176896	TCEANC	1743	transcription elongation factor A N-terminal and central domain containing
ENSG00000101190	TCFL5	1743	transcription factor like 5
ENSG00000135643	KCNMB4	1743	potassium calcium-activated channel subfamily M regulatory beta subunit 4
ENSG00000134463	ECHDC3	1743	enoyl-CoA hydratase domain containing 3
ENSG00000072422	RHOBTB1	1743	Rho related BTB domain containing 1
ENSG00000123094	RASSF8	1743	Ras association domain family member 8
ENSG00000234465	PINLYP	1742	phospholipase A2 inhibitor and LY6/PLAUR domain containing
ENSG00000111424	VDR	1742	vitamin D receptor
ENSG00000135540	NHSL1	1742	NHS like 1
ENSG00000203747	FCGR3A	1742	Fc gamma receptor IIIa
ENSG00000130158	DOCK6	1742	dedicator of cytokinesis 6
ENSG00000114670	NEK11	1741	NIMA related kinase 11
ENSG00000164050	PLXNB1	1741	plexin B1
ENSG00000087076	HSD17B14	1741	hydroxysteroid 17-beta dehydrogenase 14
ENSG00000072201	LNX1	1741	ligand of numb-protein X 1
ENSG00000213799	ZNF845	1741	zinc finger protein 845
ENSG00000181938	GINS3	1740	GINS complex subunit 3
ENSG00000100453	GZMB	1740	granzyme B
ENSG00000065361	ERBB3	1740	erb-b2 receptor tyrosine kinase 3
ENSG00000197822	OCLN	1740	occludin
ENSG00000105427	CNFN	1740	cornifelin
ENSG00000221990	EXOC3-AS1	1740	EXOC3 antisense RNA 1
ENSG00000162063	CCNF	1739	cyclin F
ENSG00000176049	JAKMIP2	1739	janus kinase and microtubule interacting protein 2
ENSG00000141837	CACNA1A	1739	calcium voltage-gated channel subunit alpha1 A
ENSG00000198673	TAFA2	1739	TAFA chemokine like family member 2
ENSG00000054392	HHAT	1738	hedgehog acyltransferase
ENSG00000237649	KIFC1	1738	kinesin family member C1
ENSG00000235173	HGH1	1738	HGH1 homolog
ENSG00000135931	ARMC9	1738	armadillo repeat containing 9
ENSG00000146192	FGD2	1738	FYVE, RhoGEF and PH domain containing 2
ENSG00000108641	B9D1	1738	B9 domain containing 1
ENSG00000196372	ASB13	1737	ankyrin repeat and SOCS box containing 13
ENSG00000158691	ZSCAN12	1737	zinc finger and SCAN domain containing 12
ENSG00000106526	ACTR3C	1737	actin related protein 3C
ENSG00000149418	ST14	1737	ST14 transmembrane serine protease matriptase
ENSG00000130821	SLC6A8	1737	solute carrier family 6 member 8
ENSG00000120756	PLS1	1736	plastin 1
ENSG00000167772	ANGPTL4	1736	angiopoietin like 4
ENSG00000183723	CMTM4	1736	CKLF like MARVEL transmembrane domain containing 4
ENSG00000276966	H4C5	1736	H4 clustered histone 5
ENSG00000048342	CC2D2A	1736	coiled-coil and C2 domain containing 2A
ENSG00000127507	ADGRE2	1735	adhesion G protein-coupled receptor E2
ENSG00000165914	TTC7B	1735	tetratricopeptide repeat domain 7B
ENSG00000119227	PIGZ	1735	phosphatidylinositol glycan anchor biosynthesis class Z
ENSG00000162627	SNX7	1735	sorting nexin 7
ENSG00000171848	RRM2	1734	ribonucleotide reductase regulatory subunit M2
ENSG00000197114	ZGPAT	1734	zinc finger CCCH-type and G-patch domain containing
ENSG00000204301	NOTCH4	1734	notch receptor 4
ENSG00000198468	FLVCR1-DT	1734	FLVCR1 divergent transcript
ENSG00000117266	CDK18	1734	cyclin dependent kinase 18
ENSG00000166860	ZBTB39	1733	zinc finger and BTB domain containing 39
ENSG00000169047	IRS1	1733	insulin receptor substrate 1
ENSG00000013588	GPRC5A	1733	G protein-coupled receptor class C group 5 member A
ENSG00000084731	KIF3C	1733	kinesin family member 3C
ENSG00000197497	ZNF665	1733	zinc finger protein 665
ENSG00000135407	AVIL	1733	advillin
ENSG00000156475	PPP2R2B	1732	protein phosphatase 2 regulatory subunit Bbeta
ENSG00000180626	ZNF594	1732	zinc finger protein 594
ENSG00000114841	DNAH1	1732	dynein axonemal heavy chain 1
ENSG00000124217	MOCS3	1732	molybdenum cofactor synthesis 3
ENSG00000171428	NAT1	1731	N-acetyltransferase 1
ENSG00000168824	NSG1	1731	neuronal vesicle trafficking associated 1
ENSG00000244165	P2RY11	1731	purinergic receptor P2Y11
ENSG00000108771	DHX58	1730	DExH-box helicase 58
ENSG00000177842	ZNF620	1729	zinc finger protein 620
ENSG00000170955	CAVIN3	1729	caveolae associated protein 3
ENSG00000171817	ZNF540	1729	zinc finger protein 540
ENSG00000102870	ZNF629	1729	zinc finger protein 629
ENSG00000275713	H2BC9	1729	H2B clustered histone 9
ENSG00000237541	HLA-DQA2	1729	major histocompatibility complex, class II, DQ alpha 2
ENSG00000164620	RELL2	1728	RELT like 2
ENSG00000139133	ALG10	1728	ALG10 alpha-1,2-glucosyltransferase
ENSG00000184730	APOBR	1728	apolipoprotein B receptor
ENSG00000178075	GRAMD1C	1728	GRAM domain containing 1C
ENSG00000115085	ZAP70	1728	zeta chain of T cell receptor associated protein kinase 70
ENSG00000198429	ZNF69	1727	zinc finger protein 69
ENSG00000172005	MAL	1727	mal, T cell differentiation protein
ENSG00000131061	ZNF341	1727	zinc finger protein 341
ENSG00000047662	FAM184B	1726	family with sequence similarity 184 member B
ENSG00000113263	ITK	1726	IL2 inducible T cell kinase
ENSG00000138606	SHF	1726	Src homology 2 domain containing F
ENSG00000159713	TPPP3	1726	tubulin polymerization promoting protein family member 3
ENSG00000167525	PROCA1	1725	protein interacting with cyclin A1
ENSG00000165028	NIPSNAP3B	1725	nipsnap homolog 3B
ENSG00000256618	MTRNR2L1	1724	MT-RNR2 like 1 (pseudogene)
ENSG00000174705	SH3PXD2B	1724	SH3 and PX domains 2B
ENSG00000125170	DOK4	1724	docking protein 4
ENSG00000133138	TBC1D8B	1724	TBC1 domain family member 8B
ENSG00000018869	ZNF582	1724	zinc finger protein 582
ENSG00000135426	TESPA1	1724	thymocyte expressed, positive selection associated 1
ENSG00000256229	ZNF486	1724	zinc finger protein 486
ENSG00000105948	IFT56	1723	intraflagellar transport 56
ENSG00000189114	BLOC1S3	1723	biogenesis of lysosomal organelles complex 1 subunit 3
ENSG00000197296	FITM2	1723	fat storage inducing transmembrane protein 2
ENSG00000128833	MYO5C	1723	myosin VC
ENSG00000206190	ATP10A	1722	ATPase phospholipid transporting 10A (putative)
ENSG00000074621	SLC24A1	1722	solute carrier family 24 member 1
ENSG00000061918	GUCY1B1	1722	guanylate cyclase 1 soluble subunit beta 1
ENSG00000144366	GULP1	1722	GULP PTB domain containing engulfment adaptor 1
ENSG00000142178	SIK1	1722	salt inducible kinase 1
ENSG00000162073	PAQR4	1722	progestin and adipoQ receptor family member 4
ENSG00000104951	IL4I1	1721	interleukin 4 induced 1
ENSG00000019485	PRDM11	1721	PR/SET domain 11
ENSG00000103226	NOMO3	1721	NODAL modulator 3
ENSG00000181031	RPH3AL	1721	rabphilin 3A like (without C2 domains)
ENSG00000136848	DAB2IP	1721	DAB2 interacting protein
ENSG00000038358	EDC4	1721	enhancer of mRNA decapping 4
ENSG00000278828	H3C10	1721	H3 clustered histone 10
ENSG00000162444	RBP7	1721	retinol binding protein 7
ENSG00000136379	ABHD17C	1721	abhydrolase domain containing 17C, depalmitoylase
ENSG00000171729	TMEM51	1720	transmembrane protein 51
ENSG00000198680	TUSC1	1720	tumor suppressor candidate 1
ENSG00000109771	LRP2BP	1720	LRP2 binding protein
ENSG00000197566	ZNF624	1719	zinc finger protein 624
ENSG00000168152	THAP9	1719	THAP domain containing 9
ENSG00000177427	MIEF2	1719	mitochondrial elongation factor 2
ENSG00000101846	STS	1718	steroid sulfatase
ENSG00000137693	YAP1	1718	Yes1 associated transcriptional regulator
ENSG00000136404	TM6SF1	1718	transmembrane 6 superfamily member 1
ENSG00000204516	MICB	1718	MHC class I polypeptide-related sequence B
ENSG00000182253	SYNM	1718	synemin
ENSG00000147889	CDKN2A	1717	cyclin dependent kinase inhibitor 2A
ENSG00000259431	THTPA	1717	thiamine triphosphatase
ENSG00000161692	DBF4B	1717	DBF4B-CDC7 kinase regulatory subunit
ENSG00000099338	CATSPERG	1717	cation channel sperm associated auxiliary subunit gamma
ENSG00000267673	FDX2	1717	ferredoxin 2
ENSG00000257949	TEN1	1716	TEN1 subunit of CST complex
ENSG00000165244	ZNF367	1716	zinc finger protein 367
ENSG00000100490	CDKL1	1716	cyclin dependent kinase like 1
ENSG00000170191	NANP	1716	N-acetylneuraminic acid phosphatase
ENSG00000134864	GGACT	1716	gamma-glutamylamine cyclotransferase
ENSG00000138135	CH25H	1716	cholesterol 25-hydroxylase
ENSG00000158457	TSPAN33	1716	tetraspanin 33
ENSG00000109743	BST1	1716	bone marrow stromal cell antigen 1
ENSG00000135439	AGAP2	1716	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
ENSG00000211679	IGLC3	1715	immunoglobulin lambda constant 3 (Kern-Oz+ marker)
ENSG00000100079	LGALS2	1715	galectin 2
ENSG00000011105	TSPAN9	1715	tetraspanin 9
ENSG00000136630	HLX	1715	H2.0 like homeobox
ENSG00000150967	ABCB9	1715	ATP binding cassette subfamily B member 9
ENSG00000114013	CD86	1715	CD86 molecule
ENSG00000198142	SOWAHC	1715	sosondowah ankyrin repeat domain family member C
ENSG00000143320	CRABP2	1715	cellular retinoic acid binding protein 2
ENSG00000100479	POLE2	1715	DNA polymerase epsilon 2, accessory subunit
ENSG00000116525	TRIM62	1715	tripartite motif containing 62
ENSG00000128567	PODXL	1714	podocalyxin like
ENSG00000125775	SDCBP2	1714	syndecan binding protein 2
ENSG00000166446	CDYL2	1714	chromodomain Y like 2
ENSG00000117411	B4GALT2	1714	beta-1,4-galactosyltransferase 2
ENSG00000159761	C16orf86	1713	chromosome 16 open reading frame 86
ENSG00000173275	ZNF449	1713	zinc finger protein 449
ENSG00000068137	PLEKHH3	1713	pleckstrin homology, MyTH4 and FERM domain containing H3
ENSG00000080493	SLC4A4	1713	solute carrier family 4 member 4
ENSG00000027869	SH2D2A	1712	SH2 domain containing 2A
ENSG00000184979	USP18	1712	ubiquitin specific peptidase 18
ENSG00000169891	REPS2	1712	RALBP1 associated Eps domain containing 2
ENSG00000131845	ZNF304	1712	zinc finger protein 304
ENSG00000124882	EREG	1712	epiregulin
ENSG00000205808	PLPP6	1712	phospholipid phosphatase 6
ENSG00000162804	SNED1	1711	sushi, nidogen and EGF like domains 1
ENSG00000167074	TEF	1711	TEF transcription factor, PAR bZIP family member
ENSG00000198346	ZNF813	1711	zinc finger protein 813
ENSG00000095585	BLNK	1711	B cell linker
ENSG00000123892	RAB38	1711	RAB38, member RAS oncogene family
ENSG00000196497	IPO4	1710	importin 4
ENSG00000275183	LENG9	1710	leukocyte receptor cluster member 9
ENSG00000185252	ZNF74	1710	zinc finger protein 74
ENSG00000111962	UST	1710	uronyl 2-sulfotransferase
ENSG00000088367	EPB41L1	1710	erythrocyte membrane protein band 4.1 like 1
ENSG00000177706	FAM20C	1710	FAM20C golgi associated secretory pathway kinase
ENSG00000113657	DPYSL3	1709	dihydropyrimidinase like 3
ENSG00000253250	C8orf88	1709	chromosome 8 open reading frame 88
ENSG00000178229	ZNF543	1709	zinc finger protein 543
ENSG00000164659	ELAPOR2	1709	endosome-lysosome associated apoptosis and autophagy regulator family member 2
ENSG00000161929	SCIMP	1709	SLP adaptor and CSK interacting membrane protein
ENSG00000163482	STK36	1708	serine/threonine kinase 36
ENSG00000260314	MRC1	1708	mannose receptor C-type 1
ENSG00000172824	CES4A	1708	carboxylesterase 4A
ENSG00000151338	MIPOL1	1708	mirror-image polydactyly 1
ENSG00000164236	ANKRD33B	1708	ankyrin repeat domain 33B
ENSG00000179241	LDLRAD3	1707	low density lipoprotein receptor class A domain containing 3
ENSG00000078401	EDN1	1707	endothelin 1
ENSG00000197959	DNM3	1707	dynamin 3
ENSG00000176124	DLEU1	1707	deleted in lymphocytic leukemia 1
ENSG00000006837	CDKL3	1707	cyclin dependent kinase like 3
ENSG00000149289	ZC3H12C	1706	zinc finger CCCH-type containing 12C
ENSG00000139174	PRICKLE1	1705	prickle planar cell polarity protein 1
ENSG00000167984	NLRC3	1704	NLR family CARD domain containing 3
ENSG00000125945	ZNF436	1704	zinc finger protein 436
ENSG00000138162	TACC2	1704	transforming acidic coiled-coil containing protein 2
ENSG00000166507	NDST2	1704	N-deacetylase and N-sulfotransferase 2
ENSG00000134245	WNT2B	1704	Wnt family member 2B
ENSG00000105136	ZNF419	1704	zinc finger protein 419
ENSG00000112769	LAMA4	1704	laminin subunit alpha 4
ENSG00000124772	CPNE5	1703	copine 5
ENSG00000167733	HSD11B1L	1703	hydroxysteroid 11-beta dehydrogenase 1 like
ENSG00000127418	FGFRL1	1703	fibroblast growth factor receptor like 1
ENSG00000143479	DYRK3	1702	dual specificity tyrosine phosphorylation regulated kinase 3
ENSG00000241852	C8orf58	1702	chromosome 8 open reading frame 58
ENSG00000178809	TRIM73	1702	tripartite motif containing 73
ENSG00000129810	SGO1	1702	shugoshin 1
ENSG00000163521	GLB1L	1702	galactosidase beta 1 like
ENSG00000163564	PYHIN1	1701	pyrin and HIN domain family member 1
ENSG00000157734	SNX22	1701	sorting nexin 22
ENSG00000121797	CCRL2	1701	C-C motif chemokine receptor like 2
ENSG00000167333	TRIM68	1701	tripartite motif containing 68
ENSG00000206530	CFAP44	1701	cilia and flagella associated protein 44
ENSG00000114698	PLSCR4	1701	phospholipid scramblase 4
ENSG00000148200	NR6A1	1701	nuclear receptor subfamily 6 group A member 1
ENSG00000165698	SPACA9	1700	sperm acrosome associated 9
ENSG00000154553	PDLIM3	1700	PDZ and LIM domain 3
ENSG00000144843	ADPRH	1700	ADP-ribosylarginine hydrolase
ENSG00000237489	C10orf143	1700	chromosome 10 open reading frame 143
ENSG00000262655	SPON1	1700	spondin 1
ENSG00000169122	FAM110B	1699	family with sequence similarity 110 member B
ENSG00000114790	ARHGEF26	1699	Rho guanine nucleotide exchange factor 26
ENSG00000111077	TNS2	1699	tensin 2
ENSG00000168140	VASN	1699	vasorin
ENSG00000174928	C3orf33	1699	chromosome 3 open reading frame 33
ENSG00000101082	SLA2	1698	Src like adaptor 2
ENSG00000021300	PLEKHB1	1698	pleckstrin homology domain containing B1
ENSG00000119630	PGF	1698	placental growth factor
ENSG00000174944	P2RY14	1698	purinergic receptor P2Y14
ENSG00000171045	TSNARE1	1698	t-SNARE domain containing 1
ENSG00000152527	PLEKHH2	1698	pleckstrin homology, MyTH4 and FERM domain containing H2
ENSG00000130653	PNPLA7	1698	patatin like phospholipase domain containing 7
ENSG00000116774	OLFML3	1697	olfactomedin like 3
ENSG00000175984	DENND2C	1697	DENN domain containing 2C
ENSG00000160949	TONSL	1697	tonsoku like, DNA repair protein
ENSG00000187650	VMAC	1697	vimentin type intermediate filament associated coiled-coil protein
ENSG00000149548	CCDC15	1697	coiled-coil domain containing 15
ENSG00000173621	LRFN4	1697	leucine rich repeat and fibronectin type III domain containing 4
ENSG00000163687	DNASE1L3	1696	deoxyribonuclease 1L3
ENSG00000121152	NCAPH	1696	non-SMC condensin I complex subunit H
ENSG00000133466	C1QTNF6	1696	C1q and TNF related 6
ENSG00000162512	SDC3	1696	syndecan 3
ENSG00000109339	MAPK10	1696	mitogen-activated protein kinase 10
ENSG00000115526	CHST10	1696	carbohydrate sulfotransferase 10
ENSG00000185010	F8	1696	coagulation factor VIII
ENSG00000106541	AGR2	1696	anterior gradient 2, protein disulphide isomerase family member
ENSG00000168026	TTC21A	1695	tetratricopeptide repeat domain 21A
ENSG00000156966	B3GNT7	1695	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
ENSG00000141570	CBX8	1695	chromobox 8
ENSG00000164403	SHROOM1	1695	shroom family member 1
ENSG00000108405	P2RX1	1694	purinergic receptor P2X 1
ENSG00000188234	AGAP4	1694	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
ENSG00000213398	LCAT	1693	lecithin-cholesterol acyltransferase
ENSG00000172748	ZNF596	1692	zinc finger protein 596
ENSG00000102109	PCSK1N	1692	proprotein convertase subtilisin/kexin type 1 inhibitor
ENSG00000013725	CD6	1692	CD6 molecule
ENSG00000065833	ME1	1692	malic enzyme 1
ENSG00000205084	TMEM231	1692	transmembrane protein 231
